zipcode,group
59472,Very-Cold/Cold
59474,Very-Cold/Cold
59477,N/A
59479,Very-Cold/Cold
59480,Very-Cold/Cold
59482,Very-Cold/Cold
59483,Very-Cold/Cold
59484,Very-Cold/Cold
59485,N/A
59486,Very-Cold/Cold
59487,Very-Cold/Cold
59489,Very-Cold/Cold
59501,Very-Cold/Cold
59520,Very-Cold/Cold
59521,Very-Cold/Cold
59522,Very-Cold/Cold
59523,Very-Cold/Cold
59524,Very-Cold/Cold
59525,Very-Cold/Cold
59526,Very-Cold/Cold
59527,N/A
59528,Very-Cold/Cold
59529,Very-Cold/Cold
59530,Very-Cold/Cold
59531,Very-Cold/Cold
59532,Very-Cold/Cold
59535,Very-Cold/Cold
59537,Very-Cold/Cold
59538,Very-Cold/Cold
59540,Very-Cold/Cold
59542,Very-Cold/Cold
59544,Very-Cold/Cold
59545,Very-Cold/Cold
59546,Very-Cold/Cold
59547,Very-Cold/Cold
59601,Very-Cold/Cold
59602,Very-Cold/Cold
59604,N/A
59620,N/A
59623,Very-Cold/Cold
59624,N/A
59625,Very-Cold/Cold
59626,Very-Cold/Cold
59631,N/A
59632,Very-Cold/Cold
59633,Very-Cold/Cold
59634,Very-Cold/Cold
59635,Very-Cold/Cold
59636,N/A
59638,N/A
59639,Very-Cold/Cold
59640,N/A
59641,Very-Cold/Cold
59642,N/A
59643,Very-Cold/Cold
59644,Very-Cold/Cold
59645,Very-Cold/Cold
59647,N/A
59648,Very-Cold/Cold
59701,Very-Cold/Cold
59702,N/A
59703,N/A
59707,Very-Cold/Cold
59710,N/A
59711,Very-Cold/Cold
59713,N/A
59714,Very-Cold/Cold
59715,Very-Cold/Cold
59716,N/A
59717,N/A
59718,Very-Cold/Cold
59719,N/A
59720,Very-Cold/Cold
59721,Very-Cold/Cold
59722,Very-Cold/Cold
59724,N/A
59725,Very-Cold/Cold
59727,Very-Cold/Cold
59728,N/A
59729,Very-Cold/Cold
59730,Very-Cold/Cold
59731,Very-Cold/Cold
59732,N/A
59733,Very-Cold/Cold
59735,N/A
59736,Very-Cold/Cold
59739,Very-Cold/Cold
59740,N/A
59741,Very-Cold/Cold
59743,N/A
59745,Very-Cold/Cold
59746,Very-Cold/Cold
59747,N/A
59748,N/A
59749,Very-Cold/Cold
59750,Very-Cold/Cold
59751,Very-Cold/Cold
59752,Very-Cold/Cold
59754,Very-Cold/Cold
59755,Very-Cold/Cold
59756,N/A
59758,Very-Cold/Cold
59759,Very-Cold/Cold
59760,N/A
59761,Very-Cold/Cold
59762,Very-Cold/Cold
59771,N/A
59772,N/A
59773,Very-Cold/Cold
59801,Very-Cold/Cold
59802,Very-Cold/Cold
59803,Very-Cold/Cold
59804,Very-Cold/Cold
59806,N/A
59807,N/A
59808,Very-Cold/Cold
59812,Very-Cold/Cold
59820,Very-Cold/Cold
59821,Very-Cold/Cold
59823,Very-Cold/Cold
59824,Very-Cold/Cold
59825,Very-Cold/Cold
59826,Very-Cold/Cold
59827,Very-Cold/Cold
59828,Very-Cold/Cold
59829,Very-Cold/Cold
59830,N/A
59831,Very-Cold/Cold
59832,Very-Cold/Cold
59833,Very-Cold/Cold
59834,Very-Cold/Cold
59835,N/A
59837,Very-Cold/Cold
59840,Very-Cold/Cold
59841,N/A
59842,N/A
59843,Very-Cold/Cold
59844,Very-Cold/Cold
59845,Very-Cold/Cold
59846,Very-Cold/Cold
59847,Very-Cold/Cold
59848,Very-Cold/Cold
59851,N/A
59853,Very-Cold/Cold
59854,Very-Cold/Cold
59855,N/A
59856,N/A
59858,Very-Cold/Cold
59859,Very-Cold/Cold
59860,Very-Cold/Cold
59863,Very-Cold/Cold
59864,Very-Cold/Cold
59865,Very-Cold/Cold
59866,Very-Cold/Cold
59867,Very-Cold/Cold
59868,Very-Cold/Cold
59870,Very-Cold/Cold
59871,Very-Cold/Cold
59872,Very-Cold/Cold
59873,Very-Cold/Cold
59874,Very-Cold/Cold
59875,Very-Cold/Cold
59901,Very-Cold/Cold
59903,N/A
59904,N/A
59910,Very-Cold/Cold
59911,Very-Cold/Cold
59912,Very-Cold/Cold
59913,N/A
59914,Very-Cold/Cold
59915,Very-Cold/Cold
59916,Very-Cold/Cold
59917,Very-Cold/Cold
59918,N/A
59919,N/A
59920,Very-Cold/Cold
59921,N/A
59922,Very-Cold/Cold
59923,Very-Cold/Cold
59925,Very-Cold/Cold
59926,Very-Cold/Cold
59927,N/A
59928,Very-Cold/Cold
59929,Very-Cold/Cold
59930,Very-Cold/Cold
59931,Very-Cold/Cold
59932,Very-Cold/Cold
59933,N/A
59934,N/A
59935,Very-Cold/Cold
59936,N/A
59937,Very-Cold/Cold
60001,N/A
60002,Very-Cold/Cold
60004,Very-Cold/Cold
60005,Very-Cold/Cold
60006,N/A
60007,Very-Cold/Cold
60008,Very-Cold/Cold
60009,N/A
60010,Very-Cold/Cold
60011,N/A
60012,Very-Cold/Cold
60013,Very-Cold/Cold
60014,Very-Cold/Cold
60015,Very-Cold/Cold
60016,Very-Cold/Cold
60017,N/A
60018,Very-Cold/Cold
60019,Very-Cold/Cold
60020,Very-Cold/Cold
60021,Very-Cold/Cold
60022,Very-Cold/Cold
60025,Very-Cold/Cold
60026,Very-Cold/Cold
60029,N/A
60030,Very-Cold/Cold
60031,Very-Cold/Cold
60033,Very-Cold/Cold
60034,Very-Cold/Cold
60035,Very-Cold/Cold
60037,Very-Cold/Cold
60038,Very-Cold/Cold
60039,N/A
60040,Very-Cold/Cold
60041,Very-Cold/Cold
60042,Very-Cold/Cold
60043,Very-Cold/Cold
60044,Very-Cold/Cold
60045,Very-Cold/Cold
60046,Very-Cold/Cold
60047,Very-Cold/Cold
60048,Very-Cold/Cold
60049,Very-Cold/Cold
60050,Very-Cold/Cold
60051,Very-Cold/Cold
60053,Very-Cold/Cold
60055,Very-Cold/Cold
60056,Very-Cold/Cold
60060,Very-Cold/Cold
60061,Very-Cold/Cold
60062,Very-Cold/Cold
60064,Very-Cold/Cold
60065,N/A
60067,Very-Cold/Cold
60068,Very-Cold/Cold
60069,Very-Cold/Cold
60070,Very-Cold/Cold
60071,Very-Cold/Cold
60072,Very-Cold/Cold
60073,Very-Cold/Cold
60074,Very-Cold/Cold
60075,N/A
60076,Very-Cold/Cold
60077,Very-Cold/Cold
60078,N/A
60079,N/A
60081,Very-Cold/Cold
60082,N/A
60083,Very-Cold/Cold
60084,Very-Cold/Cold
60085,Very-Cold/Cold
60086,Very-Cold/Cold
60087,Very-Cold/Cold
60088,Very-Cold/Cold
60089,Very-Cold/Cold
60090,Very-Cold/Cold
60091,Very-Cold/Cold
60092,Very-Cold/Cold
60093,Very-Cold/Cold
60094,N/A
60095,N/A
60096,Very-Cold/Cold
60097,Very-Cold/Cold
60098,Very-Cold/Cold
60099,Very-Cold/Cold
60101,Very-Cold/Cold
60102,Very-Cold/Cold
60103,Very-Cold/Cold
60104,Very-Cold/Cold
60105,Very-Cold/Cold
60106,Very-Cold/Cold
60107,Very-Cold/Cold
60108,Very-Cold/Cold
60109,N/A
60110,Very-Cold/Cold
60111,Very-Cold/Cold
60112,Very-Cold/Cold
60113,N/A
60115,Very-Cold/Cold
60116,Very-Cold/Cold
60117,Very-Cold/Cold
60118,Very-Cold/Cold
60119,Very-Cold/Cold
60120,Very-Cold/Cold
60121,N/A
60122,Very-Cold/Cold
60123,Very-Cold/Cold
60124,Very-Cold/Cold
60125,Very-Cold/Cold
60126,Very-Cold/Cold
60128,Very-Cold/Cold
60129,Very-Cold/Cold
60130,Very-Cold/Cold
60131,Very-Cold/Cold
60132,Very-Cold/Cold
60133,Very-Cold/Cold
60134,Very-Cold/Cold
60135,Very-Cold/Cold
60136,Very-Cold/Cold
60137,Very-Cold/Cold
60138,N/A
60139,Very-Cold/Cold
60140,Very-Cold/Cold
60141,N/A
60142,Very-Cold/Cold
60143,Very-Cold/Cold
60144,N/A
60145,Very-Cold/Cold
60146,Very-Cold/Cold
60147,N/A
60148,Very-Cold/Cold
60150,Very-Cold/Cold
60151,Very-Cold/Cold
60152,Very-Cold/Cold
60153,Very-Cold/Cold
60154,Very-Cold/Cold
60155,Very-Cold/Cold
60156,Very-Cold/Cold
60157,Very-Cold/Cold
60159,N/A
60160,Very-Cold/Cold
60161,N/A
60162,Very-Cold/Cold
60163,Very-Cold/Cold
60164,Very-Cold/Cold
60165,Very-Cold/Cold
60168,N/A
60169,Very-Cold/Cold
60170,N/A
60171,Very-Cold/Cold
60172,Very-Cold/Cold
60173,Very-Cold/Cold
60174,Very-Cold/Cold
60175,Very-Cold/Cold
60176,Very-Cold/Cold
60177,Very-Cold/Cold
60178,Very-Cold/Cold
60179,Very-Cold/Cold
60180,Very-Cold/Cold
60181,Very-Cold/Cold
60183,N/A
60184,Very-Cold/Cold
60185,Very-Cold/Cold
60186,N/A
60187,Very-Cold/Cold
60188,Very-Cold/Cold
60189,Very-Cold/Cold
60190,Very-Cold/Cold
60191,Very-Cold/Cold
60192,Very-Cold/Cold
60193,Very-Cold/Cold
60194,Very-Cold/Cold
60195,Very-Cold/Cold
60196,Very-Cold/Cold
60197,N/A
60199,Very-Cold/Cold
60201,Very-Cold/Cold
60202,Very-Cold/Cold
60203,Very-Cold/Cold
60204,N/A
60208,Very-Cold/Cold
60209,Very-Cold/Cold
60290,Very-Cold/Cold
60301,Very-Cold/Cold
60302,Very-Cold/Cold
60303,N/A
60304,Very-Cold/Cold
60305,Very-Cold/Cold
60399,Very-Cold/Cold
60401,Very-Cold/Cold
60402,Very-Cold/Cold
60403,Very-Cold/Cold
60404,Very-Cold/Cold
60406,Very-Cold/Cold
60407,Very-Cold/Cold
60408,Very-Cold/Cold
60409,Very-Cold/Cold
60410,Very-Cold/Cold
60411,Very-Cold/Cold
60412,N/A
60415,Very-Cold/Cold
60416,Very-Cold/Cold
60417,Very-Cold/Cold
60419,Very-Cold/Cold
60420,Very-Cold/Cold
60421,Very-Cold/Cold
60422,Very-Cold/Cold
60423,Very-Cold/Cold
60424,Very-Cold/Cold
60425,Very-Cold/Cold
60426,Very-Cold/Cold
60428,Very-Cold/Cold
60429,Very-Cold/Cold
60430,Very-Cold/Cold
60431,Very-Cold/Cold
60432,Very-Cold/Cold
60433,Very-Cold/Cold
60434,N/A
60435,Very-Cold/Cold
60436,Very-Cold/Cold
60437,Very-Cold/Cold
60438,Very-Cold/Cold
60439,Very-Cold/Cold
60440,Very-Cold/Cold
60441,Very-Cold/Cold
60442,Very-Cold/Cold
60443,Very-Cold/Cold
60444,Very-Cold/Cold
60445,Very-Cold/Cold
60446,Very-Cold/Cold
60447,Very-Cold/Cold
60448,Very-Cold/Cold
60449,Very-Cold/Cold
60450,Very-Cold/Cold
60451,Very-Cold/Cold
60452,Very-Cold/Cold
60453,Very-Cold/Cold
60454,N/A
60455,Very-Cold/Cold
60456,Very-Cold/Cold
60457,Very-Cold/Cold
60458,Very-Cold/Cold
60459,Very-Cold/Cold
60460,Very-Cold/Cold
60461,Very-Cold/Cold
60462,Very-Cold/Cold
60463,Very-Cold/Cold
60464,Very-Cold/Cold
60465,Very-Cold/Cold
60466,Very-Cold/Cold
60467,Very-Cold/Cold
60468,Very-Cold/Cold
60469,Very-Cold/Cold
60470,Very-Cold/Cold
60471,Very-Cold/Cold
60472,Very-Cold/Cold
60473,Very-Cold/Cold
60474,N/A
60475,Very-Cold/Cold
60476,Very-Cold/Cold
60477,Very-Cold/Cold
60478,Very-Cold/Cold
60479,Very-Cold/Cold
60480,Very-Cold/Cold
60481,Very-Cold/Cold
60482,Very-Cold/Cold
60484,Very-Cold/Cold
60487,Very-Cold/Cold
60490,Very-Cold/Cold
60491,Very-Cold/Cold
60499,N/A
60501,Very-Cold/Cold
60502,Very-Cold/Cold
60503,Very-Cold/Cold
60504,Very-Cold/Cold
60505,Very-Cold/Cold
60506,Very-Cold/Cold
60507,N/A
60510,Very-Cold/Cold
60511,Very-Cold/Cold
60512,Very-Cold/Cold
60513,Very-Cold/Cold
60514,Very-Cold/Cold
60515,Very-Cold/Cold
60516,Very-Cold/Cold
60517,Very-Cold/Cold
60518,Very-Cold/Cold
60519,N/A
60520,Very-Cold/Cold
60521,Very-Cold/Cold
60522,Very-Cold/Cold
60523,Very-Cold/Cold
60525,Very-Cold/Cold
60526,Very-Cold/Cold
60527,Very-Cold/Cold
60530,Very-Cold/Cold
60531,Very-Cold/Cold
60532,Very-Cold/Cold
60534,Very-Cold/Cold
60536,N/A
60537,N/A
60538,Very-Cold/Cold
60539,Very-Cold/Cold
60540,Very-Cold/Cold
60541,Very-Cold/Cold
60542,Very-Cold/Cold
60543,Very-Cold/Cold
60544,Very-Cold/Cold
60545,Very-Cold/Cold
60546,Very-Cold/Cold
60548,Very-Cold/Cold
60549,Very-Cold/Cold
60550,Very-Cold/Cold
60551,Very-Cold/Cold
60552,Very-Cold/Cold
60553,Very-Cold/Cold
60554,Very-Cold/Cold
60555,Very-Cold/Cold
60556,Very-Cold/Cold
60557,N/A
60558,Very-Cold/Cold
60559,Very-Cold/Cold
60560,Very-Cold/Cold
60561,Very-Cold/Cold
60563,Very-Cold/Cold
60564,Very-Cold/Cold
60565,Very-Cold/Cold
60566,N/A
60567,N/A
60568,Very-Cold/Cold
60570,Very-Cold/Cold
60572,Very-Cold/Cold
60585,Very-Cold/Cold
60586,Very-Cold/Cold
60597,Very-Cold/Cold
60598,N/A
60599,Very-Cold/Cold
60601,Very-Cold/Cold
60602,Very-Cold/Cold
60603,Very-Cold/Cold
60604,Very-Cold/Cold
60605,Very-Cold/Cold
60606,Very-Cold/Cold
60607,Very-Cold/Cold
60608,Very-Cold/Cold
60609,Very-Cold/Cold
60610,Very-Cold/Cold
60611,Very-Cold/Cold
60612,Very-Cold/Cold
60613,Very-Cold/Cold
60614,Very-Cold/Cold
60615,Very-Cold/Cold
60616,Very-Cold/Cold
60617,Very-Cold/Cold
60618,Very-Cold/Cold
60619,Very-Cold/Cold
60620,Very-Cold/Cold
60621,Very-Cold/Cold
60622,Very-Cold/Cold
60623,Very-Cold/Cold
60624,Very-Cold/Cold
60625,Very-Cold/Cold
60626,Very-Cold/Cold
60628,Very-Cold/Cold
60629,Very-Cold/Cold
60630,Very-Cold/Cold
60631,Very-Cold/Cold
60632,Very-Cold/Cold
60633,Very-Cold/Cold
60634,Very-Cold/Cold
60636,Very-Cold/Cold
60637,Very-Cold/Cold
60638,Very-Cold/Cold
60639,Very-Cold/Cold
60640,Very-Cold/Cold
60641,Very-Cold/Cold
60642,Very-Cold/Cold
60643,Very-Cold/Cold
60644,Very-Cold/Cold
60645,Very-Cold/Cold
60646,Very-Cold/Cold
60647,Very-Cold/Cold
60649,Very-Cold/Cold
60651,Very-Cold/Cold
60652,Very-Cold/Cold
60653,Very-Cold/Cold
60654,Very-Cold/Cold
60655,Very-Cold/Cold
60656,Very-Cold/Cold
60657,Very-Cold/Cold
60659,Very-Cold/Cold
60660,Very-Cold/Cold
60661,Very-Cold/Cold
60663,Very-Cold/Cold
60664,N/A
60666,N/A
60668,Very-Cold/Cold
60669,Very-Cold/Cold
60670,Very-Cold/Cold
60673,Very-Cold/Cold
60674,Very-Cold/Cold
60675,Very-Cold/Cold
60677,Very-Cold/Cold
60678,Very-Cold/Cold
60679,Very-Cold/Cold
60680,N/A
60681,N/A
60682,Very-Cold/Cold
60684,Very-Cold/Cold
60685,Very-Cold/Cold
60686,Very-Cold/Cold
60687,Very-Cold/Cold
60688,Very-Cold/Cold
60689,Very-Cold/Cold
60690,N/A
60691,N/A
60693,Very-Cold/Cold
60694,Very-Cold/Cold
60695,Very-Cold/Cold
60696,Very-Cold/Cold
60697,Very-Cold/Cold
60699,Very-Cold/Cold
60701,Very-Cold/Cold
60706,Very-Cold/Cold
60707,Very-Cold/Cold
60712,Very-Cold/Cold
60714,Very-Cold/Cold
60803,Very-Cold/Cold
60804,Very-Cold/Cold
60805,Very-Cold/Cold
60827,Very-Cold/Cold
60901,Very-Cold/Cold
60910,N/A
60911,Very-Cold/Cold
60912,Very-Cold/Cold
60913,Very-Cold/Cold
60914,Very-Cold/Cold
60915,Very-Cold/Cold
60917,Very-Cold/Cold
60918,Very-Cold/Cold
60919,Very-Cold/Cold
60920,N/A
60921,Very-Cold/Cold
60922,Very-Cold/Cold
60924,Very-Cold/Cold
60926,N/A
60927,Very-Cold/Cold
60928,Very-Cold/Cold
60929,Very-Cold/Cold
60930,Very-Cold/Cold
60931,Very-Cold/Cold
60932,N/A
60933,N/A
60934,Very-Cold/Cold
60935,Very-Cold/Cold
60936,Very-Cold/Cold
60938,Very-Cold/Cold
60939,N/A
60940,Very-Cold/Cold
60941,Very-Cold/Cold
60942,Very-Cold/Cold
60944,N/A
60945,N/A
60946,Very-Cold/Cold
60948,Very-Cold/Cold
60949,Very-Cold/Cold
60950,Very-Cold/Cold
60951,Very-Cold/Cold
60952,Very-Cold/Cold
60953,Very-Cold/Cold
60954,Very-Cold/Cold
60955,Very-Cold/Cold
60956,N/A
60957,Very-Cold/Cold
60958,Very-Cold/Cold
60959,Very-Cold/Cold
60960,Very-Cold/Cold
60961,Very-Cold/Cold
60962,Very-Cold/Cold
60963,Very-Cold/Cold
60964,Very-Cold/Cold
60966,Very-Cold/Cold
60967,N/A
60968,Very-Cold/Cold
60969,N/A
60970,Very-Cold/Cold
60973,Very-Cold/Cold
60974,N/A
61001,Very-Cold/Cold
61006,Very-Cold/Cold
61007,Very-Cold/Cold
61008,Very-Cold/Cold
61010,Very-Cold/Cold
61011,Very-Cold/Cold
61012,Very-Cold/Cold
61013,N/A
61014,Very-Cold/Cold
61015,Very-Cold/Cold
61016,Very-Cold/Cold
61018,Very-Cold/Cold
61019,Very-Cold/Cold
61020,Very-Cold/Cold
61021,Very-Cold/Cold
61024,Very-Cold/Cold
61025,Very-Cold/Cold
61027,N/A
61028,Very-Cold/Cold
61030,Very-Cold/Cold
61031,Very-Cold/Cold
61032,Very-Cold/Cold
61036,Very-Cold/Cold
61037,N/A
61038,Very-Cold/Cold
61039,Very-Cold/Cold
61041,Very-Cold/Cold
61042,Very-Cold/Cold
61043,N/A
61044,Very-Cold/Cold
61046,Very-Cold/Cold
61047,Very-Cold/Cold
61048,Very-Cold/Cold
61049,Very-Cold/Cold
61050,Very-Cold/Cold
61051,Very-Cold/Cold
61052,Very-Cold/Cold
61053,Very-Cold/Cold
61054,Very-Cold/Cold
61057,N/A
61059,N/A
61060,Very-Cold/Cold
61061,Very-Cold/Cold
61062,Very-Cold/Cold
61063,Very-Cold/Cold
61064,Very-Cold/Cold
61065,Very-Cold/Cold
61067,Very-Cold/Cold
61068,Very-Cold/Cold
61070,Very-Cold/Cold
61071,Very-Cold/Cold
61072,Very-Cold/Cold
61073,Very-Cold/Cold
61074,Very-Cold/Cold
61075,Very-Cold/Cold
61077,N/A
61078,Very-Cold/Cold
61079,N/A
61080,Very-Cold/Cold
61081,Very-Cold/Cold
61084,Very-Cold/Cold
61085,Very-Cold/Cold
61087,Very-Cold/Cold
61088,Very-Cold/Cold
61089,Very-Cold/Cold
61091,N/A
61101,Very-Cold/Cold
61102,Very-Cold/Cold
61103,Very-Cold/Cold
61104,Very-Cold/Cold
61105,N/A
61106,N/A
61107,Very-Cold/Cold
61108,Very-Cold/Cold
61109,Very-Cold/Cold
61110,N/A
61111,Very-Cold/Cold
61112,Very-Cold/Cold
61114,Very-Cold/Cold
61115,Very-Cold/Cold
61125,N/A
61126,N/A
61130,N/A
61131,N/A
61132,N/A
61201,Very-Cold/Cold
61204,N/A
61230,Very-Cold/Cold
61231,Very-Cold/Cold
61232,Very-Cold/Cold
61233,N/A
61234,Very-Cold/Cold
61235,Very-Cold/Cold
61236,N/A
61237,N/A
61238,Very-Cold/Cold
61239,Very-Cold/Cold
61240,Very-Cold/Cold
61241,Very-Cold/Cold
61242,Very-Cold/Cold
61243,Very-Cold/Cold
61244,Very-Cold/Cold
61250,Very-Cold/Cold
61251,Very-Cold/Cold
61252,Very-Cold/Cold
61254,Very-Cold/Cold
61256,Very-Cold/Cold
61257,Very-Cold/Cold
61258,Very-Cold/Cold
61259,Very-Cold/Cold
61260,Very-Cold/Cold
61261,Very-Cold/Cold
61262,Very-Cold/Cold
61263,N/A
61264,Very-Cold/Cold
61265,Very-Cold/Cold
61266,N/A
61270,Very-Cold/Cold
61272,Very-Cold/Cold
61273,Very-Cold/Cold
61274,Very-Cold/Cold
61275,Very-Cold/Cold
61276,N/A
61277,Very-Cold/Cold
61278,N/A
61279,Very-Cold/Cold
61281,Very-Cold/Cold
61282,Very-Cold/Cold
61283,Very-Cold/Cold
61284,Very-Cold/Cold
61285,Very-Cold/Cold
61299,Very-Cold/Cold
61301,Very-Cold/Cold
61310,Very-Cold/Cold
61311,Very-Cold/Cold
61312,Very-Cold/Cold
61313,Very-Cold/Cold
61314,Very-Cold/Cold
61315,N/A
61316,N/A
61317,N/A
61318,Very-Cold/Cold
61319,Very-Cold/Cold
61320,Very-Cold/Cold
61321,Very-Cold/Cold
61322,N/A
61323,N/A
61324,N/A
61325,Very-Cold/Cold
61326,Very-Cold/Cold
61327,Very-Cold/Cold
61328,N/A
61329,Very-Cold/Cold
61330,Very-Cold/Cold
61331,N/A
61332,N/A
61333,Very-Cold/Cold
61334,Very-Cold/Cold
61335,Very-Cold/Cold
61336,Very-Cold/Cold
61337,Very-Cold/Cold
61338,N/A
61340,N/A
61341,Very-Cold/Cold
61342,Very-Cold/Cold
61344,Very-Cold/Cold
61345,Very-Cold/Cold
61346,N/A
61348,Very-Cold/Cold
61349,Very-Cold/Cold
61350,Very-Cold/Cold
61353,Very-Cold/Cold
61354,Very-Cold/Cold
61356,Very-Cold/Cold
61358,Very-Cold/Cold
61359,N/A
61360,Very-Cold/Cold
61361,Very-Cold/Cold
61362,Very-Cold/Cold
61363,N/A
61364,Very-Cold/Cold
61367,Very-Cold/Cold
61368,Very-Cold/Cold
61369,Very-Cold/Cold
61370,Very-Cold/Cold
61371,N/A
61372,N/A
61373,Very-Cold/Cold
61374,N/A
61375,Very-Cold/Cold
61376,Very-Cold/Cold
61377,Very-Cold/Cold
61378,Very-Cold/Cold
61379,Very-Cold/Cold
61401,Very-Cold/Cold
61402,N/A
61410,Very-Cold/Cold
61411,Very-Cold/Cold
61412,Very-Cold/Cold
61413,Very-Cold/Cold
61414,Very-Cold/Cold
61415,Very-Cold/Cold
61416,N/A
61417,Very-Cold/Cold
61418,Very-Cold/Cold
61419,N/A
61420,Very-Cold/Cold
61421,Very-Cold/Cold
61422,Very-Cold/Cold
61423,Very-Cold/Cold
61424,N/A
61425,Very-Cold/Cold
61426,N/A
61427,Very-Cold/Cold
61428,Very-Cold/Cold
61430,Very-Cold/Cold
61431,Very-Cold/Cold
61432,Very-Cold/Cold
61433,N/A
61434,Very-Cold/Cold
61435,Very-Cold/Cold
61436,Very-Cold/Cold
61437,Very-Cold/Cold
61438,Very-Cold/Cold
61439,N/A
61440,Very-Cold/Cold
61441,Very-Cold/Cold
61442,Very-Cold/Cold
61443,Very-Cold/Cold
61447,Very-Cold/Cold
61448,Very-Cold/Cold
61449,Very-Cold/Cold
61450,Very-Cold/Cold
61451,Very-Cold/Cold
61452,Very-Cold/Cold
61453,Very-Cold/Cold
61454,Very-Cold/Cold
61455,Very-Cold/Cold
61458,Very-Cold/Cold
61459,Very-Cold/Cold
61460,Very-Cold/Cold
61462,Very-Cold/Cold
61465,Very-Cold/Cold
61466,Very-Cold/Cold
61467,Very-Cold/Cold
61468,Very-Cold/Cold
61469,Very-Cold/Cold
61470,Very-Cold/Cold
61471,N/A
61472,Very-Cold/Cold
61473,Very-Cold/Cold
61474,Very-Cold/Cold
61475,Very-Cold/Cold
61476,Very-Cold/Cold
61477,Very-Cold/Cold
61478,Very-Cold/Cold
61479,Very-Cold/Cold
61480,Very-Cold/Cold
61482,Very-Cold/Cold
61483,Very-Cold/Cold
61484,Very-Cold/Cold
61485,Very-Cold/Cold
61486,Very-Cold/Cold
61488,Very-Cold/Cold
61489,Very-Cold/Cold
61490,Very-Cold/Cold
61491,Very-Cold/Cold
61501,Very-Cold/Cold
61516,Very-Cold/Cold
61517,Very-Cold/Cold
61519,N/A
61520,Very-Cold/Cold
61523,Very-Cold/Cold
61524,N/A
61525,Very-Cold/Cold
61526,Very-Cold/Cold
61528,Very-Cold/Cold
61529,Very-Cold/Cold
61530,Very-Cold/Cold
61531,Very-Cold/Cold
61532,Very-Cold/Cold
61533,Very-Cold/Cold
61534,Very-Cold/Cold
61535,Very-Cold/Cold
61536,Very-Cold/Cold
61537,Very-Cold/Cold
61539,N/A
61540,Very-Cold/Cold
61541,N/A
61542,Very-Cold/Cold
61543,N/A
61544,Very-Cold/Cold
61545,Very-Cold/Cold
61546,Very-Cold/Cold
61547,Very-Cold/Cold
61548,Very-Cold/Cold
61550,Very-Cold/Cold
61552,N/A
61553,N/A
61554,Very-Cold/Cold
61555,N/A
61558,Very-Cold/Cold
61559,Very-Cold/Cold
61560,Very-Cold/Cold
61561,Very-Cold/Cold
61562,N/A
61563,N/A
61564,N/A
61565,Very-Cold/Cold
61567,Very-Cold/Cold
61568,Very-Cold/Cold
61569,Very-Cold/Cold
61570,Very-Cold/Cold
61571,Very-Cold/Cold
61572,Very-Cold/Cold
61601,N/A
61602,Very-Cold/Cold
61603,Very-Cold/Cold
61604,Very-Cold/Cold
61605,Very-Cold/Cold
61606,Very-Cold/Cold
61607,Very-Cold/Cold
61610,Very-Cold/Cold
61611,Very-Cold/Cold
61612,N/A
61613,Very-Cold/Cold
61614,Very-Cold/Cold
61615,Very-Cold/Cold
61616,Very-Cold/Cold
61625,Very-Cold/Cold
61629,Very-Cold/Cold
61630,Very-Cold/Cold
61633,Very-Cold/Cold
61634,Very-Cold/Cold
61635,Very-Cold/Cold
61636,Very-Cold/Cold
61637,Very-Cold/Cold
61638,Very-Cold/Cold
61639,Very-Cold/Cold
61641,Very-Cold/Cold
61643,Very-Cold/Cold
61650,N/A
61651,N/A
61652,N/A
61653,N/A
61654,N/A
61655,N/A
61656,N/A
61701,Very-Cold/Cold
61702,N/A
61704,Very-Cold/Cold
61705,Very-Cold/Cold
61709,Very-Cold/Cold
61710,Very-Cold/Cold
61720,Very-Cold/Cold
61721,Very-Cold/Cold
61722,Very-Cold/Cold
61723,Very-Cold/Cold
61724,Very-Cold/Cold
61725,Very-Cold/Cold
61726,Very-Cold/Cold
61727,Very-Cold/Cold
61728,Very-Cold/Cold
61729,Very-Cold/Cold
61730,Very-Cold/Cold
61731,Very-Cold/Cold
61732,Very-Cold/Cold
61733,Very-Cold/Cold
61734,Very-Cold/Cold
61735,Very-Cold/Cold
61736,Very-Cold/Cold
61737,Very-Cold/Cold
61738,Very-Cold/Cold
61739,Very-Cold/Cold
61740,Very-Cold/Cold
61741,Very-Cold/Cold
61742,Very-Cold/Cold
61743,Very-Cold/Cold
61744,Very-Cold/Cold
61745,Very-Cold/Cold
61747,Very-Cold/Cold
61748,Very-Cold/Cold
61749,Very-Cold/Cold
61750,N/A
61751,N/A
61752,Very-Cold/Cold
61753,Very-Cold/Cold
61754,Very-Cold/Cold
61755,Very-Cold/Cold
61756,Very-Cold/Cold
61758,N/A
61759,Very-Cold/Cold
61760,Very-Cold/Cold
61761,Very-Cold/Cold
61764,Very-Cold/Cold
61769,Very-Cold/Cold
61770,Very-Cold/Cold
61771,Very-Cold/Cold
61772,Very-Cold/Cold
61773,Very-Cold/Cold
61774,Very-Cold/Cold
61775,Very-Cold/Cold
61776,Very-Cold/Cold
61777,Very-Cold/Cold
61778,Very-Cold/Cold
61790,Very-Cold/Cold
61791,Very-Cold/Cold
61799,Very-Cold/Cold
61801,Very-Cold/Cold
61802,Very-Cold/Cold
61803,N/A
61810,Very-Cold/Cold
61811,Very-Cold/Cold
