,cool_runtime_stg1
2014-05-23,201.0
2014-05-24,160.0
2014-05-25,214.0
2014-05-26,225.0
2014-05-27,284.0
2014-05-28,95.0
2014-05-29,37.0
2014-05-30,117.0
2014-05-31,45.0
2014-06-01,169.0
2014-06-02,130.0
2014-06-03,104.0
2014-06-04,167.0
2014-06-05,252.0
2014-06-06,273.0
2014-06-07,387.0
2014-06-08,417.0
2014-06-09,362.0
2014-06-10,175.0
2014-06-11,203.0
2014-06-12,271.0
2014-06-13,76.0
2014-06-14,215.0
2014-06-15,282.0
2014-06-16,331.0
2014-06-17,346.0
2014-06-18,334.0
2014-06-19,336.0
2014-06-20,268.0
2014-06-21,363.0
2014-06-22,269.0
2014-06-23,166.0
2014-06-24,331.0
2014-06-25,236.0
2014-06-26,156.0
2014-06-27,251.0
2014-06-28,340.0
2014-06-29,441.0
2014-06-30,418.0
2014-07-01,460.0
2014-07-02,435.0
2014-07-03,366.0
2014-07-04,255.0
2014-07-05,234.0
2014-07-06,314.0
2014-07-07,413.0
2014-07-08,331.0
2014-07-09,233.0
2014-07-10,265.0
2014-07-11,218.0
2014-07-12,86.0
2014-07-13,322.0
2014-07-14,319.0
2014-07-15,261.0
2014-07-16,189.0
2014-07-17,170.0
2014-07-18,143.0
2014-07-19,205.0
2014-07-20,190.0
2014-07-21,339.0
2014-07-22,247.0
2014-07-23,169.0
2014-07-24,257.0
2014-07-25,318.0
2014-07-26,
2014-07-27,460.9999999999999
2014-07-28,457.9999999999999
2014-07-29,291.0
2014-07-30,
2014-07-31,224.0
2014-08-01,148.0
2014-08-02,242.0
2014-08-03,181.0
2014-08-04,228.0
2014-08-05,313.0
2014-08-06,343.0
2014-08-07,402.0
2014-08-08,510.0
2014-08-09,277.0
2014-08-10,235.0
2014-08-11,283.0
2014-08-12,314.0
2014-08-13,303.0
2014-08-14,272.0
2014-08-15,271.0
2014-08-16,387.0
2014-08-17,331.0
2014-08-18,469.0
2014-08-19,454.9999999999999
2014-08-20,417.0
2014-08-21,487.0
2014-08-22,481.0
2014-08-23,535.9999999999999
2014-08-24,601.9999999999999
2014-08-25,344.0
2014-08-26,302.0
2014-08-27,381.0
2014-08-28,355.0
2014-08-29,262.0
2014-08-30,293.0
2014-08-31,478.0
2014-09-01,474.0
2014-09-02,391.0
2014-09-03,309.0
2014-09-04,310.0
2014-09-05,266.0
2014-09-06,315.0
2014-09-07,285.0
2014-09-08,237.0
2014-09-09,410.0
2014-09-10,435.0
2014-09-11,457.0
2014-09-12,325.0
2014-09-13,207.0
2014-09-14,255.0
2014-09-15,303.0
2014-09-16,193.0
2014-09-17,250.0
2014-09-18,222.0
2014-09-19,204.0
2014-09-20,236.0
2014-09-21,245.0
2014-09-22,227.0
2014-09-23,103.0
2014-09-24,118.0
2014-09-25,84.0
2014-09-26,55.99999999999999
2014-09-27,60.0
2014-09-28,89.0
2014-09-29,103.0
2014-09-30,147.0
2014-10-01,196.0
2014-10-02,289.0
2014-10-03,119.0
2014-10-04,0.0
2014-10-05,1.9999999999999991
2014-10-06,105.0
2014-10-07,173.0
2014-10-08,165.0
2014-10-09,201.0
2014-10-10,262.0
2014-10-11,211.0
2014-10-12,228.0
2014-10-13,273.0
2014-10-14,0.9999999999999984
2014-10-15,0.0
2014-10-16,0.0
2014-10-17,44.0
2014-10-18,36.0
2014-10-19,0.9999999999999984
2014-10-20,1.9999999999999991
2014-10-21,0.0
2014-10-22,17.0
2014-10-23,0.0
2014-10-24,12.0
2014-10-25,54.0
2014-10-26,22.0
2014-10-27,0.0
2014-10-28,94.0
2014-10-29,64.0
2014-10-30,0.0
2014-10-31,0.9999999999999984
2014-11-01,0.0
2014-11-02,0.0
2014-11-03,0.0
2014-11-04,0.0
2014-11-05,13.0
2014-11-06,0.0
2014-11-07,0.0
2014-11-08,0.0
2014-11-09,0.0
2014-11-10,0.0
2014-11-11,0.9999999999999984
2014-11-12,0.0
2014-11-13,0.0
2014-11-14,0.0
2014-11-15,0.0
2014-11-16,1.9999999999999991
2014-11-17,0.0
2014-11-18,0.0
2014-11-19,0.0
2014-11-20,0.0
2014-11-21,0.0
2014-11-22,0.0
2014-11-23,
2014-11-24,0.9999999999999984
2014-11-25,0.0
2014-11-26,0.0
2014-11-27,0.0
2014-11-28,0.0
2014-11-29,0.0
2014-11-30,0.0
2014-12-01,0.9999999999999984
2014-12-02,0.0
2014-12-03,0.0
2014-12-04,1.9999999999999991
2014-12-05,1.9999999999999991
2014-12-06,4.999999999999999
2014-12-07,0.0
2014-12-08,0.0
2014-12-09,0.0
2014-12-10,0.0
2014-12-11,0.0
2014-12-12,0.0
2014-12-13,0.0
2014-12-14,0.0
2014-12-15,0.0
2014-12-16,0.0
2014-12-17,0.0
2014-12-18,0.0
2014-12-19,0.0
2014-12-20,0.0
2014-12-21,0.0
2014-12-22,0.0
2014-12-23,0.0
2014-12-24,0.0
2014-12-25,0.0
2014-12-26,0.0
2014-12-27,0.0
2014-12-28,0.0
2014-12-29,0.0
2014-12-30,0.0
2014-12-31,0.0
