,0
0,1.3987866666666664
1,1.6694483333333345
2,1.2758641666666672
3,1.0418491666666683
4,0.550624722222223
5,2.5893091666666677
6,2.106568333333334
7,1.791870833333334
8,2.7213075000000013
9,1.4837600000000009
10,1.1521266666666687
11,1.9675383333333334
12,1.0931450000000014
13,1.7292733333333346
14,1.9116950000000024
15,1.5957591666666662
16,1.8270050000000004
17,1.970481666666667
18,3.628229166666666
19,2.2658066666666663
20,3.1350049999999996
21,2.78525
22,3.1713950000000017
23,3.5770191666666675
24,2.6926583333333345
25,3.838015000000001
26,2.3659508333333346
27,1.0487500000000016
28,2.5164300000000015
29,4.149655833333333
30,4.4434400000000025
31,4.997626666666668
32,6.170651666666669
33,4.867780000000002
34,3.2886783333333334
35,4.061020833333334
36,4.2689858333333355
37,5.217004166666669
38,5.748592500000001
39,7.197792500000001
40,5.939071666666668
41,11.592075000000003
42,5.787390000000002
43,6.706195000000004
44,3.9425766666666675
45,4.433538333333335
46,5.551496666666666
47,6.087627500000001
48,5.915235833333334
49,6.46225
50,7.522380833333334
51,9.145695000000002
52,8.759505000000003
53,8.454072500000002
54,9.693680000000002
55,10.1122425
56,10.352944166666669
57,10.623955000000004
58,8.120484166666667
59,7.617
60,6.0452425000000005
61,5.922430000000001
62,8.005548333333332
63,9.563165
64,5.809607500000002
65,7.669758333333334
66,11.121388333333334
67,8.98563
68,7.576855833333334
69,7.160737500000001
70,5.9421258333333355
71,6.206245
72,9.7172425
73,10.762566666666666
74,10.677579166666668
75,8.6322525
76,5.583133333333335
77,6.642286666666668
78,5.775189166666668
79,6.533370833333334
80,2.1921883333333336
81,1.9514075000000013
82,4.580155833333336
83,6.920980000000001
84,8.008609166666668
85,8.984936666666668
86,2.1345683333333336
87,4.2294933333333375
88,3.5743575
89,3.82978
90,5.69785
91,4.634707500000001
92,1.9013833333333334
93,7.740348333333334
94,6.841723333333334
95,7.289441666666666
96,8.080930833333333
97,9.483846666666667
98,7.342859166666668
99,6.487260000000003
100,6.290380000000002
101,6.210303333333332
102,6.008424166666667
103,7.273982500000002
104,5.447708333333334
105,4.1066566666666695
106,7.910206666666667
107,6.11056416666667
108,6.228036666666667
109,8.365375833333333
110,10.01967916666667
111,7.42139
112,7.349885833333333
113,7.946010833333335
114,7.0430675
115,7.920445833333335
116,4.392622500000001
117,2.040572500000002
118,2.0922366666666687
119,6.529905833333335
120,3.2670033333333346
121,4.8831275000000005
122,5.103000000000001
123,4.918608333333334
124,3.3267191666666656
125,3.366120833333335
126,2.4323125
127,3.426885833333335
128,3.111040833333334
129,4.362795000000002
130,5.151455833333334
131,4.096088333333334
132,3.3523858333333343
133,1.704674166666667
134,2.2945516666666674
135,2.4568608333333333
136,2.3807641666666677
137,1.3733591666666662
138,1.7386549999999996
139,1.113178333333333
140,1.424431666666667
141,1.8087008333333339
142,2.7151566666666676
143,0.3049808333333343
144,1.6366675000000004
145,1.688164999999999
146,1.2608708333333338
147,0.8614000000000005
148,1.459890833333333
149,2.0248066666666684
150,4.0723475
151,2.3939408333333345
152,1.019629166666668
153,2.825618333333335
154,3.199150000000001
155,3.090379166666669
156,3.5996816666666684
157,3.973548333333335
158,2.6247449999999986
159,2.3431458333333333
160,3.1097050000000013
161,1.3955158333333333
162,4.2523300000000015
163,4.198163333333334
164,4.0801533333333335
165,3.5388383333333344
166,4.159084166666667
167,5.881704166666666
168,4.952240000000002
169,5.282004166666668
170,4.625478333333334
171,5.636461666666668
172,7.6180575
173,8.190950000000003
174,7.827770000000001
175,7.286570833333333
176,7.422100833333334
177,3.9456008333333337
178,4.087150000000001
179,5.260873333333336
180,6.994295833333336
181,6.821731666666668
182,6.303281666666668
183,4.026278333333335
184,2.135794166666668
185,1.2265900000000012
186,1.4492425000000022
187,6.7964558333333365
188,3.0180325000000026
189,6.734898333333334
190,2.4437558333333356
191,5.0600433333333354
192,3.8256750000000026
193,4.640165000000002
194,4.733545833333335
195,4.081805833333334
196,6.162690000000002
197,6.596990000000001
198,5.976345833333334
199,7.808032499999999
200,8.947528333333336
201,10.264124166666669
202,6.098524166666668
203,7.251119166666669
204,8.036983333333334
205,6.541475000000001
206,5.274677500000001
207,3.360303333333333
208,8.338220833333333
209,5.761232500000001
210,5.74010166666667
211,7.1963041666666685
212,3.2336283333333355
213,1.465808333333335
214,4.479589166666668
215,6.055403333333334
216,2.7497566666666686
217,7.108449166666669
218,6.491160833333335
219,6.757703333333333
220,2.568152500000001
221,1.8065150000000003
222,3.4773050000000025
223,1.1717583333333348
224,7.016265000000001
225,7.569159999999999
226,8.065083333333334
227,9.606265000000002
228,7.380040000000001
229,5.609089166666668
230,6.897364166666669
231,8.795649166666665
232,9.601061666666668
233,8.238750000000001
234,10.378014166666668
235,5.773683055555556
236,8.094061666666668
237,6.566963333333336
238,8.267721666666668
239,5.205110833333333
240,6.511420833333332
241,5.4731691666666675
242,3.182721666666666
243,6.066715000000001
244,5.169487500000002
245,6.037210000000002
246,6.495239166666668
247,6.589993333333336
248,6.533536666666667
249,5.583314999999999
250,4.118225833333335
251,3.6384133333333337
252,1.5400375000000004
253,2.6265908333333337
254,4.618165833333334
255,5.268525000000001
256,5.613179166666669
257,5.228043333333333
258,5.047336666666667
259,6.184939166666669
260,7.624362499999999
261,4.653121666666668
262,6.578698333333335
263,7.7332008333333375
264,8.388421666666668
265,6.717628333333335
266,5.860586666666667
267,5.764655833333335
268,5.773471666666668
269,5.446628333333336
270,2.2072825
271,3.176435
272,3.2608666666666686
273,3.026849166666667
274,2.405999166666669
275,3.164095833333333
276,4.298350833333335
277,4.593063333333334
278,2.8994691666666665
279,3.4040216666666687
280,3.1510808333333333
281,3.093113333333335
